Country Code (ISO3),Region,Zip,Weight From,Weight To,Price,Type
AUS,*,*,13.51,14,156.60,SDA Tradizionale ZONA  B
AUS,*,*,14.01,14.5,160.44,SDA Tradizionale ZONA  B
AUS,*,*,14.5,15,164.28,SDA Tradizionale ZONA  B
AUS,*,*,15.01,15.5,168.12,SDA Tradizionale ZONA  B
AUS,*,*,15.51,16,171.96,SDA Tradizionale ZONA  B
AUS,*,*,16.01,16.5,175.80,SDA Tradizionale ZONA  B
AUS,*,*,16.51,17,179.70,SDA Tradizionale ZONA  B
AUS,*,*,17.01,17.5,183.54,SDA Tradizionale ZONA  B
AUS,*,*,17.51,18,187.38,SDA Tradizionale ZONA  B
AUS,*,*,18.01,18.5,191.22,SDA Tradizionale ZONA  B
AUS,*,*,18.51,19,195.12,SDA Tradizionale ZONA  B
AUS,*,*,19.01,19.5,198.96,SDA Tradizionale ZONA  B
AUS,*,*,19.51,20,202.80,SDA Tradizionale ZONA  B
AUS,*,*,20.01,20.5,206.16,SDA Tradizionale ZONA  B
AUS,*,*,20.51,21,211.86,SDA Tradizionale ZONA  B
AUS,*,*,21.01,21.5,223.86,SDA Tradizionale ZONA  B
AUS,*,*,21.51,22,235.86,SDA Tradizionale ZONA  B
AUS,*,*,22.01,22.5,246.84,SDA Tradizionale ZONA  B
AUS,*,*,22.51,23,250.62,SDA Tradizionale ZONA  B
AUS,*,*,23.01,23.5,254.46,SDA Tradizionale ZONA  B
AUS,*,*,23.51,24,258.24,SDA Tradizionale ZONA  B
AUS,*,*,24.01,24.5,262.08,SDA Tradizionale ZONA  B
AUS,*,*,24.51,25,265.86,SDA Tradizionale ZONA  B
AUS,*,*,25.01,25.5,269.70,SDA Tradizionale ZONA  B
AUS,*,*,25.51,26,273.54,SDA Tradizionale ZONA  B
AUS,*,*,26.01,26.5,277.38,SDA Tradizionale ZONA  B
AUS,*,*,26.51,27,281.22,SDA Tradizionale ZONA  B
AUS,*,*,27.01,27.5,285.00,SDA Tradizionale ZONA  B
AUS,*,*,27.51,28,288.84,SDA Tradizionale ZONA  B
AUS,*,*,28.01,28.5,292.68,SDA Tradizionale ZONA  B
AUS,*,*,28.51,29,296.52,SDA Tradizionale ZONA  B
AUS,*,*,29.01,2.5,300.42,SDA Tradizionale ZONA  B
AUS,*,*,29.51,30,304.26,SDA Tradizionale ZONA  B
CHN,*,*,0,0.5,45.12,SDA Tradizionale ZONA  B
CHN,*,*,0.51,1,49.14,SDA Tradizionale ZONA  B
CHN,*,*,1.01,1.5,53.10,SDA Tradizionale ZONA  B
CHN,*,*,1.51,2,58.20,SDA Tradizionale ZONA  B
CHN,*,*,2.01,2.5,63.24,SDA Tradizionale ZONA  B
CHN,*,*,2.51,3,64.86,SDA Tradizionale ZONA  B
CHN,*,*,3.01,3.5,69.48,SDA Tradizionale ZONA  B
CHN,*,*,3.51,4,74.40,SDA Tradizionale ZONA  B
CHN,*,*,4.01,4.5,79.20,SDA Tradizionale ZONA  B
CHN,*,*,4.51,5,84.00,SDA Tradizionale ZONA  B
CHN,*,*,5.01,5.5,84.72,SDA Tradizionale ZONA  B
CHN,*,*,5.51,6,89.28,SDA Tradizionale ZONA  B
CHN,*,*,6.01,6.5,93.78,SDA Tradizionale ZONA  B
CHN,*,*,6.51,7,98.40,SDA Tradizionale ZONA  B
CHN,*,*,7.01,7.5,102.96,SDA Tradizionale ZONA  B
CHN,*,*,7.51,8,107.58,SDA Tradizionale ZONA  B
CHN,*,*,8.01,8.5,112.26,SDA Tradizionale ZONA  B
CHN,*,*,8.51,9,116.82,SDA Tradizionale ZONA  B
CHN,*,*,9.01,9.5,121.44,SDA Tradizionale ZONA  B
CHN,*,*,9.51,10,126.12,SDA Tradizionale ZONA  B
CHN,*,*,10.01,10.5,126.30,SDA Tradizionale ZONA  B
CHN,*,*,10.51,11,133.74,SDA Tradizionale ZONA  B
CHN,*,*,11.01,11.5,"137.52,",SDA Tradizionale ZONA  B
CHN,*,*,11.51,12,141.36,SDA Tradizionale ZONA  B
CHN,*,*,12.01,12.5,145.14,SDA Tradizionale ZONA  B
CHN,*,*,12.51,13,148.98,SDA Tradizionale ZONA  B
CHN,*,*,13.01,13.5,152.82,SDA Tradizionale ZONA  B
CHN,*,*,13.51,14,156.60,SDA Tradizionale ZONA  B
CHN,*,*,14.01,14.5,160.44,SDA Tradizionale ZONA  B
CHN,*,*,14.5,15,164.28,SDA Tradizionale ZONA  B
CHN,*,*,15.01,15.5,168.12,SDA Tradizionale ZONA  B
CHN,*,*,15.51,16,171.96,SDA Tradizionale ZONA  B
CHN,*,*,16.01,16.5,175.80,SDA Tradizionale ZONA  B
CHN,*,*,16.51,17,179.70,SDA Tradizionale ZONA  B
CHN,*,*,17.01,17.5,183.54,SDA Tradizionale ZONA  B
CHN,*,*,17.51,18,187.38,SDA Tradizionale ZONA  B
CHN,*,*,18.01,18.5,191.22,SDA Tradizionale ZONA  B
CHN,*,*,18.51,19,195.12,SDA Tradizionale ZONA  B
CHN,*,*,19.01,19.5,198.96,SDA Tradizionale ZONA  B
CHN,*,*,19.51,20,202.80,SDA Tradizionale ZONA  B
CHN,*,*,20.01,20.5,206.16,SDA Tradizionale ZONA  B
CHN,*,*,20.51,21,211.86,SDA Tradizionale ZONA  B
CHN,*,*,21.01,21.5,223.86,SDA Tradizionale ZONA  B
CHN,*,*,21.51,22,235.86,SDA Tradizionale ZONA  B
CHN,*,*,22.01,22.5,246.84,SDA Tradizionale ZONA  B
CHN,*,*,22.51,23,250.62,SDA Tradizionale ZONA  B
CHN,*,*,23.01,23.5,254.46,SDA Tradizionale ZONA  B
CHN,*,*,23.51,24,258.24,SDA Tradizionale ZONA  B
CHN,*,*,24.01,24.5,262.08,SDA Tradizionale ZONA  B
CHN,*,*,24.51,25,265.86,SDA Tradizionale ZONA  B
CHN,*,*,25.01,25.5,269.70,SDA Tradizionale ZONA  B
CHN,*,*,25.51,26,273.54,SDA Tradizionale ZONA  B
CHN,*,*,26.01,26.5,277.38,SDA Tradizionale ZONA  B
CHN,*,*,26.51,27,281.22,SDA Tradizionale ZONA  B
CHN,*,*,27.01,27.5,285.00,SDA Tradizionale ZONA  B
CHN,*,*,27.51,28,288.84,SDA Tradizionale ZONA  B
CHN,*,*,28.01,28.5,292.68,SDA Tradizionale ZONA  B
CHN,*,*,28.51,29,296.52,SDA Tradizionale ZONA  B
CHN,*,*,29.01,2.5,300.42,SDA Tradizionale ZONA  B
CHN,*,*,29.51,30,304.26,SDA Tradizionale ZONA  B
KOR,*,*,0,0.5,45.12,SDA Tradizionale ZONA  B
KOR,*,*,0.51,1,49.14,SDA Tradizionale ZONA  B
KOR,*,*,1.01,1.5,53.10,SDA Tradizionale ZONA  B
KOR,*,*,1.51,2,58.20,SDA Tradizionale ZONA  B
KOR,*,*,2.01,2.5,63.24,SDA Tradizionale ZONA  B
KOR,*,*,2.51,3,64.86,SDA Tradizionale ZONA  B
KOR,*,*,3.01,3.5,69.48,SDA Tradizionale ZONA  B
KOR,*,*,3.51,4,74.40,SDA Tradizionale ZONA  B
KOR,*,*,4.01,4.5,79.20,SDA Tradizionale ZONA  B
KOR,*,*,4.51,5,84.00,SDA Tradizionale ZONA  B
KOR,*,*,5.01,5.5,84.72,SDA Tradizionale ZONA  B
KOR,*,*,5.51,6,89.28,SDA Tradizionale ZONA  B
KOR,*,*,6.01,6.5,93.78,SDA Tradizionale ZONA  B
KOR,*,*,6.51,7,98.40,SDA Tradizionale ZONA  B
KOR,*,*,7.01,7.5,102.96,SDA Tradizionale ZONA  B
KOR,*,*,7.51,8,107.58,SDA Tradizionale ZONA  B
KOR,*,*,8.01,8.5,112.26,SDA Tradizionale ZONA  B
KOR,*,*,8.51,9,116.82,SDA Tradizionale ZONA  B
KOR,*,*,9.01,9.5,121.44,SDA Tradizionale ZONA  B
KOR,*,*,9.51,10,126.12,SDA Tradizionale ZONA  B
KOR,*,*,10.01,10.5,126.30,SDA Tradizionale ZONA  B
KOR,*,*,10.51,11,133.74,SDA Tradizionale ZONA  B
KOR,*,*,11.01,11.5,"137.52,",SDA Tradizionale ZONA  B
KOR,*,*,11.51,12,141.36,SDA Tradizionale ZONA  B
KOR,*,*,12.01,12.5,145.14,SDA Tradizionale ZONA  B
KOR,*,*,12.51,13,148.98,SDA Tradizionale ZONA  B
KOR,*,*,13.01,13.5,152.82,SDA Tradizionale ZONA  B
KOR,*,*,13.51,14,156.60,SDA Tradizionale ZONA  B
KOR,*,*,14.01,14.5,160.44,SDA Tradizionale ZONA  B
KOR,*,*,14.5,15,164.28,SDA Tradizionale ZONA  B
KOR,*,*,15.01,15.5,168.12,SDA Tradizionale ZONA  B
KOR,*,*,15.51,16,171.96,SDA Tradizionale ZONA  B
KOR,*,*,16.01,16.5,175.80,SDA Tradizionale ZONA  B
KOR,*,*,16.51,17,179.70,SDA Tradizionale ZONA  B
KOR,*,*,17.01,17.5,183.54,SDA Tradizionale ZONA  B
KOR,*,*,17.51,18,187.38,SDA Tradizionale ZONA  B
KOR,*,*,18.01,18.5,191.22,SDA Tradizionale ZONA  B
KOR,*,*,18.51,19,195.12,SDA Tradizionale ZONA  B
KOR,*,*,19.01,19.5,198.96,SDA Tradizionale ZONA  B
KOR,*,*,19.51,20,202.80,SDA Tradizionale ZONA  B
KOR,*,*,20.01,20.5,206.16,SDA Tradizionale ZONA  B
KOR,*,*,20.51,21,211.86,SDA Tradizionale ZONA  B
KOR,*,*,21.01,21.5,223.86,SDA Tradizionale ZONA  B
KOR,*,*,21.51,22,235.86,SDA Tradizionale ZONA  B
KOR,*,*,22.01,22.5,246.84,SDA Tradizionale ZONA  B
KOR,*,*,22.51,23,250.62,SDA Tradizionale ZONA  B
KOR,*,*,23.01,23.5,254.46,SDA Tradizionale ZONA  B
KOR,*,*,23.51,24,258.24,SDA Tradizionale ZONA  B
KOR,*,*,24.01,24.5,262.08,SDA Tradizionale ZONA  B
KOR,*,*,24.51,25,265.86,SDA Tradizionale ZONA  B
KOR,*,*,25.01,25.5,269.70,SDA Tradizionale ZONA  B
KOR,*,*,25.51,26,273.54,SDA Tradizionale ZONA  B
KOR,*,*,26.01,26.5,277.38,SDA Tradizionale ZONA  B
KOR,*,*,26.51,27,281.22,SDA Tradizionale ZONA  B
KOR,*,*,27.01,27.5,285.00,SDA Tradizionale ZONA  B
KOR,*,*,27.51,28,288.84,SDA Tradizionale ZONA  B
KOR,*,*,28.01,28.5,292.68,SDA Tradizionale ZONA  B
KOR,*,*,28.51,29,296.52,SDA Tradizionale ZONA  B
KOR,*,*,29.01,2.5,300.42,SDA Tradizionale ZONA  B
KOR,*,*,29.51,30,304.26,SDA Tradizionale ZONA  B
PHL,*,*,0,0.5,45.12,SDA Tradizionale ZONA  B
PHL,*,*,0.51,1,49.14,SDA Tradizionale ZONA  B
PHL,*,*,1.01,1.5,53.10,SDA Tradizionale ZONA  B
PHL,*,*,1.51,2,58.20,SDA Tradizionale ZONA  B
PHL,*,*,2.01,2.5,63.24,SDA Tradizionale ZONA  B
PHL,*,*,2.51,3,64.86,SDA Tradizionale ZONA  B
PHL,*,*,3.01,3.5,69.48,SDA Tradizionale ZONA  B
PHL,*,*,3.51,4,74.40,SDA Tradizionale ZONA  B
PHL,*,*,4.01,4.5,79.20,SDA Tradizionale ZONA  B
PHL,*,*,4.51,5,84.00,SDA Tradizionale ZONA  B
PHL,*,*,5.01,5.5,84.72,SDA Tradizionale ZONA  B
PHL,*,*,5.51,6,89.28,SDA Tradizionale ZONA  B
PHL,*,*,6.01,6.5,93.78,SDA Tradizionale ZONA  B
PHL,*,*,6.51,7,98.40,SDA Tradizionale ZONA  B
PHL,*,*,7.01,7.5,102.96,SDA Tradizionale ZONA  B
PHL,*,*,7.51,8,107.58,SDA Tradizionale ZONA  B
PHL,*,*,8.01,8.5,112.26,SDA Tradizionale ZONA  B
PHL,*,*,8.51,9,116.82,SDA Tradizionale ZONA  B
PHL,*,*,9.01,9.5,121.44,SDA Tradizionale ZONA  B
PHL,*,*,9.51,10,126.12,SDA Tradizionale ZONA  B
PHL,*,*,10.01,10.5,126.30,SDA Tradizionale ZONA  B
PHL,*,*,10.51,11,133.74,SDA Tradizionale ZONA  B
PHL,*,*,11.01,11.5,"137.52,",SDA Tradizionale ZONA  B
PHL,*,*,11.51,12,141.36,SDA Tradizionale ZONA  B
PHL,*,*,12.01,12.5,145.14,SDA Tradizionale ZONA  B
PHL,*,*,12.51,13,148.98,SDA Tradizionale ZONA  B
PHL,*,*,13.01,13.5,152.82,SDA Tradizionale ZONA  B
PHL,*,*,13.51,14,156.60,SDA Tradizionale ZONA  B
PHL,*,*,14.01,14.5,160.44,SDA Tradizionale ZONA  B
PHL,*,*,14.5,15,164.28,SDA Tradizionale ZONA  B
PHL,*,*,15.01,15.5,168.12,SDA Tradizionale ZONA  B
PHL,*,*,15.51,16,171.96,SDA Tradizionale ZONA  B
PHL,*,*,16.01,16.5,175.80,SDA Tradizionale ZONA  B
PHL,*,*,16.51,17,179.70,SDA Tradizionale ZONA  B
PHL,*,*,17.01,17.5,183.54,SDA Tradizionale ZONA  B
PHL,*,*,17.51,18,187.38,SDA Tradizionale ZONA  B
PHL,*,*,18.01,18.5,191.22,SDA Tradizionale ZONA  B
PHL,*,*,18.51,19,195.12,SDA Tradizionale ZONA  B
PHL,*,*,19.01,19.5,198.96,SDA Tradizionale ZONA  B
PHL,*,*,19.51,20,202.80,SDA Tradizionale ZONA  B
PHL,*,*,20.01,20.5,206.16,SDA Tradizionale ZONA  B
PHL,*,*,20.51,21,211.86,SDA Tradizionale ZONA  B
PHL,*,*,21.01,21.5,223.86,SDA Tradizionale ZONA  B
PHL,*,*,21.51,22,235.86,SDA Tradizionale ZONA  B
PHL,*,*,22.01,22.5,246.84,SDA Tradizionale ZONA  B
PHL,*,*,22.51,23,250.62,SDA Tradizionale ZONA  B
PHL,*,*,23.01,23.5,254.46,SDA Tradizionale ZONA  B
PHL,*,*,23.51,24,258.24,SDA Tradizionale ZONA  B
PHL,*,*,24.01,24.5,262.08,SDA Tradizionale ZONA  B
PHL,*,*,24.51,25,265.86,SDA Tradizionale ZONA  B
PHL,*,*,25.01,25.5,269.70,SDA Tradizionale ZONA  B
PHL,*,*,25.51,26,273.54,SDA Tradizionale ZONA  B
PHL,*,*,26.01,26.5,277.38,SDA Tradizionale ZONA  B
PHL,*,*,26.51,27,281.22,SDA Tradizionale ZONA  B
PHL,*,*,27.01,27.5,285.00,SDA Tradizionale ZONA  B
PHL,*,*,27.51,28,288.84,SDA Tradizionale ZONA  B
PHL,*,*,28.01,28.5,292.68,SDA Tradizionale ZONA  B
PHL,*,*,28.51,29,296.52,SDA Tradizionale ZONA  B
PHL,*,*,29.01,2.5,300.42,SDA Tradizionale ZONA  B
PHL,*,*,29.51,30,304.26,SDA Tradizionale ZONA  B
JPN,*,*,0,0.5,45.12,SDA Tradizionale ZONA  B
JPN,*,*,0.51,1,49.14,SDA Tradizionale ZONA  B
JPN,*,*,1.01,1.5,53.10,SDA Tradizionale ZONA  B
JPN,*,*,1.51,2,58.20,SDA Tradizionale ZONA  B
JPN,*,*,2.01,2.5,63.24,SDA Tradizionale ZONA  B
JPN,*,*,2.51,3,64.86,SDA Tradizionale ZONA  B
JPN,*,*,3.01,3.5,69.48,SDA Tradizionale ZONA  B
JPN,*,*,3.51,4,74.40,SDA Tradizionale ZONA  B
JPN,*,*,4.01,4.5,79.20,SDA Tradizionale ZONA  B
JPN,*,*,4.51,5,84.00,SDA Tradizionale ZONA  B
JPN,*,*,5.01,5.5,84.72,SDA Tradizionale ZONA  B
JPN,*,*,5.51,6,89.28,SDA Tradizionale ZONA  B
JPN,*,*,6.01,6.5,93.78,SDA Tradizionale ZONA  B
JPN,*,*,6.51,7,98.40,SDA Tradizionale ZONA  B
JPN,*,*,7.01,7.5,102.96,SDA Tradizionale ZONA  B
JPN,*,*,7.51,8,107.58,SDA Tradizionale ZONA  B
JPN,*,*,8.01,8.5,112.26,SDA Tradizionale ZONA  B
JPN,*,*,8.51,9,116.82,SDA Tradizionale ZONA  B
JPN,*,*,9.01,9.5,121.44,SDA Tradizionale ZONA  B
JPN,*,*,9.51,10,126.12,SDA Tradizionale ZONA  B
JPN,*,*,10.01,10.5,126.30,SDA Tradizionale ZONA  B
JPN,*,*,10.51,11,133.74,SDA Tradizionale ZONA  B
JPN,*,*,11.01,11.5,"137.52,",SDA Tradizionale ZONA  B
JPN,*,*,11.51,12,141.36,SDA Tradizionale ZONA  B
JPN,*,*,12.01,12.5,145.14,SDA Tradizionale ZONA  B
JPN,*,*,12.51,13,148.98,SDA Tradizionale ZONA  B
JPN,*,*,13.01,13.5,152.82,SDA Tradizionale ZONA  B
JPN,*,*,13.51,14,156.60,SDA Tradizionale ZONA  B
JPN,*,*,14.01,14.5,160.44,SDA Tradizionale ZONA  B
JPN,*,*,14.5,15,164.28,SDA Tradizionale ZONA  B
JPN,*,*,15.01,15.5,168.12,SDA Tradizionale ZONA  B
JPN,*,*,15.51,16,171.96,SDA Tradizionale ZONA  B
JPN,*,*,16.01,16.5,175.80,SDA Tradizionale ZONA  B
JPN,*,*,16.51,17,179.70,SDA Tradizionale ZONA  B
JPN,*,*,17.01,17.5,183.54,SDA Tradizionale ZONA  B
JPN,*,*,17.51,18,187.38,SDA Tradizionale ZONA  B
JPN,*,*,18.01,18.5,191.22,SDA Tradizionale ZONA  B
JPN,*,*,18.51,19,195.12,SDA Tradizionale ZONA  B
JPN,*,*,19.01,19.5,198.96,SDA Tradizionale ZONA  B
JPN,*,*,19.51,20,202.80,SDA Tradizionale ZONA  B
JPN,*,*,20.01,20.5,206.16,SDA Tradizionale ZONA  B
JPN,*,*,20.51,21,211.86,SDA Tradizionale ZONA  B
JPN,*,*,21.01,21.5,223.86,SDA Tradizionale ZONA  B
JPN,*,*,21.51,22,235.86,SDA Tradizionale ZONA  B
JPN,*,*,22.01,22.5,246.84,SDA Tradizionale ZONA  B
JPN,*,*,22.51,23,250.62,SDA Tradizionale ZONA  B
JPN,*,*,23.01,23.5,254.46,SDA Tradizionale ZONA  B
JPN,*,*,23.51,24,258.24,SDA Tradizionale ZONA  B
JPN,*,*,24.01,24.5,262.08,SDA Tradizionale ZONA  B
JPN,*,*,24.51,25,265.86,SDA Tradizionale ZONA  B
JPN,*,*,25.01,25.5,269.70,SDA Tradizionale ZONA  B
JPN,*,*,25.51,26,273.54,SDA Tradizionale ZONA  B
JPN,*,*,26.01,26.5,277.38,SDA Tradizionale ZONA  B
JPN,*,*,26.51,27,281.22,SDA Tradizionale ZONA  B
JPN,*,*,27.01,27.5,285.00,SDA Tradizionale ZONA  B
JPN,*,*,27.51,28,288.84,SDA Tradizionale ZONA  B
JPN,*,*,28.01,28.5,292.68,SDA Tradizionale ZONA  B
JPN,*,*,28.51,29,296.52,SDA Tradizionale ZONA  B
JPN,*,*,29.01,2.5,300.42,SDA Tradizionale ZONA  B
JPN,*,*,29.51,30,304.26,SDA Tradizionale ZONA  B
HKG,*,*,0,0.5,45.12,SDA Tradizionale ZONA  B
HKG,*,*,0.51,1,49.14,SDA Tradizionale ZONA  B
HKG,*,*,1.01,1.5,53.10,SDA Tradizionale ZONA  B
HKG,*,*,1.51,2,58.20,SDA Tradizionale ZONA  B
HKG,*,*,2.01,2.5,63.24,SDA Tradizionale ZONA  B
HKG,*,*,2.51,3,64.86,SDA Tradizionale ZONA  B
HKG,*,*,3.01,3.5,69.48,SDA Tradizionale ZONA  B
HKG,*,*,3.51,4,74.40,SDA Tradizionale ZONA  B
HKG,*,*,4.01,4.5,79.20,SDA Tradizionale ZONA  B
HKG,*,*,4.51,5,84.00,SDA Tradizionale ZONA  B
HKG,*,*,5.01,5.5,84.72,SDA Tradizionale ZONA  B
HKG,*,*,5.51,6,89.28,SDA Tradizionale ZONA  B
HKG,*,*,6.01,6.5,93.78,SDA Tradizionale ZONA  B
HKG,*,*,6.51,7,98.40,SDA Tradizionale ZONA  B
HKG,*,*,7.01,7.5,102.96,SDA Tradizionale ZONA  B
HKG,*,*,7.51,8,107.58,SDA Tradizionale ZONA  B
HKG,*,*,8.01,8.5,112.26,SDA Tradizionale ZONA  B
HKG,*,*,8.51,9,116.82,SDA Tradizionale ZONA  B
HKG,*,*,9.01,9.5,121.44,SDA Tradizionale ZONA  B
HKG,*,*,9.51,10,126.12,SDA Tradizionale ZONA  B
HKG,*,*,10.01,10.5,126.30,SDA Tradizionale ZONA  B
HKG,*,*,10.51,11,133.74,SDA Tradizionale ZONA  B
HKG,*,*,11.01,11.5,"137.52,",SDA Tradizionale ZONA  B
HKG,*,*,11.51,12,141.36,SDA Tradizionale ZONA  B
HKG,*,*,12.01,12.5,145.14,SDA Tradizionale ZONA  B
HKG,*,*,12.51,13,148.98,SDA Tradizionale ZONA  B
HKG,*,*,13.01,13.5,152.82,SDA Tradizionale ZONA  B
HKG,*,*,13.51,14,156.60,SDA Tradizionale ZONA  B
HKG,*,*,14.01,14.5,160.44,SDA Tradizionale ZONA  B
HKG,*,*,14.5,15,164.28,SDA Tradizionale ZONA  B
HKG,*,*,15.01,15.5,168.12,SDA Tradizionale ZONA  B
HKG,*,*,15.51,16,171.96,SDA Tradizionale ZONA  B
HKG,*,*,16.01,16.5,175.80,SDA Tradizionale ZONA  B
HKG,*,*,16.51,17,179.70,SDA Tradizionale ZONA  B
HKG,*,*,17.01,17.5,183.54,SDA Tradizionale ZONA  B
HKG,*,*,17.51,18,187.38,SDA Tradizionale ZONA  B
HKG,*,*,18.01,18.5,191.22,SDA Tradizionale ZONA  B
HKG,*,*,18.51,19,195.12,SDA Tradizionale ZONA  B
HKG,*,*,19.01,19.5,198.96,SDA Tradizionale ZONA  B
HKG,*,*,19.51,20,202.80,SDA Tradizionale ZONA  B
HKG,*,*,20.01,20.5,206.16,SDA Tradizionale ZONA  B
HKG,*,*,20.51,21,211.86,SDA Tradizionale ZONA  B
HKG,*,*,21.01,21.5,223.86,SDA Tradizionale ZONA  B
HKG,*,*,21.51,22,235.86,SDA Tradizionale ZONA  B
HKG,*,*,22.01,22.5,246.84,SDA Tradizionale ZONA  B
HKG,*,*,22.51,23,250.62,SDA Tradizionale ZONA  B
HKG,*,*,23.01,23.5,254.46,SDA Tradizionale ZONA  B
HKG,*,*,23.51,24,258.24,SDA Tradizionale ZONA  B
HKG,*,*,24.01,24.5,262.08,SDA Tradizionale ZONA  B
HKG,*,*,24.51,25,265.86,SDA Tradizionale ZONA  B
HKG,*,*,25.01,25.5,269.70,SDA Tradizionale ZONA  B
HKG,*,*,25.51,26,273.54,SDA Tradizionale ZONA  B
HKG,*,*,26.01,26.5,277.38,SDA Tradizionale ZONA  B
HKG,*,*,26.51,27,281.22,SDA Tradizionale ZONA  B
HKG,*,*,27.01,27.5,285.00,SDA Tradizionale ZONA  B
HKG,*,*,27.51,28,288.84,SDA Tradizionale ZONA  B
HKG,*,*,28.01,28.5,292.68,SDA Tradizionale ZONA  B
HKG,*,*,28.51,29,296.52,SDA Tradizionale ZONA  B
HKG,*,*,29.01,2.5,300.42,SDA Tradizionale ZONA  B
HKG,*,*,29.51,30,304.26,SDA Tradizionale ZONA  B
IDN,*,*,0,0.5,45.12,SDA Tradizionale ZONA  B
IDN,*,*,0.51,1,49.14,SDA Tradizionale ZONA  B
IDN,*,*,1.01,1.5,53.10,SDA Tradizionale ZONA  B
IDN,*,*,1.51,2,58.20,SDA Tradizionale ZONA  B
IDN,*,*,2.01,2.5,63.24,SDA Tradizionale ZONA  B
IDN,*,*,2.51,3,64.86,SDA Tradizionale ZONA  B
IDN,*,*,3.01,3.5,69.48,SDA Tradizionale ZONA  B
IDN,*,*,3.51,4,74.40,SDA Tradizionale ZONA  B
IDN,*,*,4.01,4.5,79.20,SDA Tradizionale ZONA  B
IDN,*,*,4.51,5,84.00,SDA Tradizionale ZONA  B
IDN,*,*,5.01,5.5,84.72,SDA Tradizionale ZONA  B
IDN,*,*,5.51,6,89.28,SDA Tradizionale ZONA  B
IDN,*,*,6.01,6.5,93.78,SDA Tradizionale ZONA  B
IDN,*,*,6.51,7,98.40,SDA Tradizionale ZONA  B
IDN,*,*,7.01,7.5,102.96,SDA Tradizionale ZONA  B
IDN,*,*,7.51,8,107.58,SDA Tradizionale ZONA  B
IDN,*,*,8.01,8.5,112.26,SDA Tradizionale ZONA  B
IDN,*,*,8.51,9,116.82,SDA Tradizionale ZONA  B
IDN,*,*,9.01,9.5,121.44,SDA Tradizionale ZONA  B
IDN,*,*,9.51,10,126.12,SDA Tradizionale ZONA  B
IDN,*,*,10.01,10.5,126.30,SDA Tradizionale ZONA  B
IDN,*,*,10.51,11,133.74,SDA Tradizionale ZONA  B
IDN,*,*,11.01,11.5,"137.52,",SDA Tradizionale ZONA  B
IDN,*,*,11.51,12,141.36,SDA Tradizionale ZONA  B
IDN,*,*,12.01,12.5,145.14,SDA Tradizionale ZONA  B
IDN,*,*,12.51,13,148.98,SDA Tradizionale ZONA  B
IDN,*,*,13.01,13.5,152.82,SDA Tradizionale ZONA  B
IDN,*,*,13.51,14,156.60,SDA Tradizionale ZONA  B
IDN,*,*,14.01,14.5,160.44,SDA Tradizionale ZONA  B
IDN,*,*,14.5,15,164.28,SDA Tradizionale ZONA  B
IDN,*,*,15.01,15.5,168.12,SDA Tradizionale ZONA  B
IDN,*,*,15.51,16,171.96,SDA Tradizionale ZONA  B
IDN,*,*,16.01,16.5,175.80,SDA Tradizionale ZONA  B
IDN,*,*,16.51,17,179.70,SDA Tradizionale ZONA  B
IDN,*,*,17.01,17.5,183.54,SDA Tradizionale ZONA  B
IDN,*,*,17.51,18,187.38,SDA Tradizionale ZONA  B
IDN,*,*,18.01,18.5,191.22,SDA Tradizionale ZONA  B
IDN,*,*,18.51,19,195.12,SDA Tradizionale ZONA  B
IDN,*,*,19.01,19.5,198.96,SDA Tradizionale ZONA  B
IDN,*,*,19.51,20,202.80,SDA Tradizionale ZONA  B
IDN,*,*,20.01,20.5,206.16,SDA Tradizionale ZONA  B
IDN,*,*,20.51,21,211.86,SDA Tradizionale ZONA  B
IDN,*,*,21.01,21.5,223.86,SDA Tradizionale ZONA  B
IDN,*,*,21.51,22,235.86,SDA Tradizionale ZONA  B
IDN,*,*,22.01,22.5,246.84,SDA Tradizionale ZONA  B
IDN,*,*,22.51,23,250.62,SDA Tradizionale ZONA  B
IDN,*,*,23.01,23.5,254.46,SDA Tradizionale ZONA  B
IDN,*,*,23.51,24,258.24,SDA Tradizionale ZONA  B
IDN,*,*,24.01,24.5,262.08,SDA Tradizionale ZONA  B
IDN,*,*,24.51,25,265.86,SDA Tradizionale ZONA  B
IDN,*,*,25.01,25.5,269.70,SDA Tradizionale ZONA  B
IDN,*,*,25.51,26,273.54,SDA Tradizionale ZONA  B
IDN,*,*,26.01,26.5,277.38,SDA Tradizionale ZONA  B
IDN,*,*,26.51,27,281.22,SDA Tradizionale ZONA  B
IDN,*,*,27.01,27.5,285.00,SDA Tradizionale ZONA  B
IDN,*,*,27.51,28,288.84,SDA Tradizionale ZONA  B
IDN,*,*,28.01,28.5,292.68,SDA Tradizionale ZONA  B
IDN,*,*,28.51,29,296.52,SDA Tradizionale ZONA  B
IDN,*,*,29.01,2.5,300.42,SDA Tradizionale ZONA  B
IDN,*,*,29.51,30,304.26,SDA Tradizionale ZONA  B
MAC,*,*,0,0.5,45.12,SDA Tradizionale ZONA  B
MAC,*,*,0.51,1,49.14,SDA Tradizionale ZONA  B
MAC,*,*,1.01,1.5,53.10,SDA Tradizionale ZONA  B
MAC,*,*,1.51,2,58.20,SDA Tradizionale ZONA  B
MAC,*,*,2.01,2.5,63.24,SDA Tradizionale ZONA  B
MAC,*,*,2.51,3,64.86,SDA Tradizionale ZONA  B
